"pop2024","pop2020","growth","name","aland_sqmi","intptlat","intptlong","slug","usps","lng","lat","rank","density"
35767,37833,-0.0155,"Monrovia",13.634,34.164,-117.985,"monrovia-ca","CA",-117.985,34.164,232,2623
35599,37187,-0.01177,"Martinez",12.631,37.9981,-122.114,"martinez-ca","CA",-122.114,37.9981,233,2818
35444,37964,-0.01654,"La Puente",3.479,34.0323,-117.954,"la-puente-ca","CA",-117.954,34.0323,234,10188
35345,35188,0,"Westmont",1.848,33.9417,-118.302,"westmont-ca","CA",-118.302,33.9417,235,19126
35241,38496,-0.01778,"Pacifica",12.662,37.6066,-122.477,"pacifica-ca","CA",-122.477,37.6066,236,2783
34796,35520,0,"Oildale",6.533,35.4249,-119.028,"oildale-ca","CA",-119.028,35.4249,237,5326
34655,37183,-0.01905,"Claremont",13.352,34.1249,-117.714,"claremont-ca","CA",-117.714,34.1249,238,2595
34594,36228,-0.01312,"Moorpark",12.58,34.2859,-118.877,"moorpark-ca","CA",-118.877,34.2859,239,2750
34390,36400,-0.013,"Temple City",4.004,34.1022,-118.058,"temple-city-ca","CA",-118.058,34.1022,240,8589
33841,32498,0.01121,"Desert Hot Springs",30.222,33.9576,-116.542,"desert-hot-springs-ca","CA",-116.542,33.9576,241,1120
33764,35180,-0.01148,"San Juan Capistrano",14.431,33.5009,-117.654,"san-juan-capistrano-ca","CA",-117.654,33.5009,242,2340
33764,35636,-0.01098,"West Hollywood",1.888,34.0883,-118.372,"west-hollywood-ca","CA",-118.372,34.0883,243,17883
33710,32359,0,"Fallbrook",17.541,33.3742,-117.22,"fallbrook-ca","CA",-117.22,33.3742,244,1922
33209,35377,-0.01378,"Manhattan Beach",3.937,33.8896,-118.397,"manhattan-beach-ca","CA",-118.397,33.8896,245,8435
32931,34600,-0.01469,"Pleasant Hill",7.074,37.9542,-122.076,"pleasant-hill-ca","CA",-122.076,37.9542,246,4655
32810,31955,0.00672,"Atwater",6.092,37.3541,-120.599,"atwater-ca","CA",-120.599,37.3541,247,5386
32754,30882,0,"Fair Oaks",10.864,38.6502,-121.251,"fair-oaks-ca","CA",-121.251,38.6502,248,3015
32496,31866,0,"Spring Valley",7.342,32.7299,-116.976,"spring-valley-ca","CA",-116.976,32.7299,249,4426
32433,34804,-0.01671,"San Dimas",15.038,34.108,-117.809,"san-dimas-ca","CA",-117.809,34.108,250,2157
32042,33427,-0.00559,"Los Gatos",11.391,37.233,-121.951,"los-gatos-ca","CA",-121.951,37.233,251,2813
31850,33458,-0.00958,"Bell",2.5,33.9797,-118.179,"bell-ca","CA",-118.179,33.9797,252,12740
31807,33066,-0.01024,"Dana Point",6.485,33.4755,-117.693,"dana-point-ca","CA",-117.693,33.4755,253,4905
31787,33669,-0.00793,"Menlo Park",10.012,37.4797,-122.148,"menlo-park-ca","CA",-122.148,37.4797,254,3175
31614,32738,-0.01277,"Goleta",7.851,34.4354,-119.859,"goleta-ca","CA",-119.859,34.4354,255,4027
31528,30646,0.00815,"Santa Paula",4.54,34.3523,-119.069,"santa-paula-ca","CA",-119.069,34.3523,256,6944
31463,29526,0.01255,"Banning",23.269,33.946,-116.899,"banning-ca","CA",-116.899,33.946,257,1352
31321,31270,0.01231,"Burlingame",4.405,37.59,-122.363,"burlingame-ca","CA",-122.363,37.59,258,7110
31137,31353,0,"Orcutt",11.127,34.8673,-120.424,"orcutt-ca","CA",-120.424,34.8673,259,2798
31078,31555,-0.00744,"El Paso de Robles Paso Robles",19.642,35.6279,-120.65,"el-paso-de-robles-paso-robles-ca","CA",-120.65,35.6279,260,1582
30928,33685,-0.01744,"Foster City",3.796,37.5648,-122.251,"foster-city-ca","CA",-122.251,37.5648,261,8148
30473,32078,-0.01481,"San Pablo",2.63,37.9629,-122.343,"san-pablo-ca","CA",-122.343,37.9629,262,11587
30286,32323,-0.0193,"Seaside",9.24,36.6251,-121.818,"seaside-ca","CA",-121.818,36.6251,263,3278
30274,32581,-0.01708,"Beverly Hills",5.708,34.0792,-118.402,"beverly-hills-ca","CA",-118.402,34.0792,264,5304
30164,31353,-0.00429,"Los Altos",6.481,37.3685,-122.097,"los-altos-ca","CA",-122.097,37.3685,265,4654
29776,31306,-0.01312,"Laguna Hills",6.604,33.5915,-117.699,"laguna-hills-ca","CA",-117.699,33.5915,266,4509
29759,30117,0,"San Lorenzo",2.775,37.6744,-122.135,"san-lorenzo-ca","CA",-122.135,37.6744,267,10724
29606,29736,-0.00132,"Atascadero",26.064,35.4857,-120.688,"atascadero-ca","CA",-120.688,35.4857,268,1136
29552,31722,-0.01703,"Lawndale",1.974,33.8884,-118.353,"lawndale-ca","CA",-118.353,33.8884,269,14971
29445,30941,-0.00772,"Saratoga",12.767,37.2684,-122.026,"saratoga-ca","CA",-122.026,37.2684,270,2306
29411,25592,0.0294,"Wasco",9.388,35.5938,-119.367,"wasco-ca","CA",-119.367,35.5938,271,3133
29374,31500,-0.01684,"La Verne",8.433,34.1205,-117.77,"la-verne-ca","CA",-117.77,34.1205,272,3483
28809,30184,-0.01305,"Monterey",8.638,36.6012,-121.883,"monterey-ca","CA",-121.883,36.6012,273,3335
28738,27982,0.00687,"Ridgecrest",20.88,35.6285,-117.664,"ridgecrest-ca","CA",-117.664,35.6285,274,1376
28600,30793,-0.01695,"San Carlos",5.513,37.4955,-122.267,"san-carlos-ca","CA",-122.267,37.4955,275,5188
28361,29470,-0.01026,"Suisun City",4.061,38.2483,-122.01,"suisun-city-ca","CA",-122.01,38.2483,276,6984
27784,28079,-0.00669,"Twentynine Palms",58.757,34.1478,-116.066,"twentynine-palms-ca","CA",-116.066,34.1478,277,473
27500,26414,0.01174,"Brawley",8.118,32.9784,-115.529,"brawley-ca","CA",-115.529,32.9784,278,3388
27355,29931,-0.01844,"East Palo Alto",2.521,37.4678,-122.133,"east-palo-alto-ca","CA",-122.133,37.4678,279,10851
26931,27093,-0.00469,"Lemoore",8.814,36.2949,-119.798,"lemoore-ca","CA",-119.798,36.2949,280,3055
26810,27614,-0.00766,"Lemon Grove",3.879,32.7331,-117.034,"lemon-grove-ca","CA",-117.034,32.7331,281,6912
26516,28347,-0.01559,"Walnut",8.992,34.0372,-117.856,"walnut-ca","CA",-117.856,34.0372,282,2949
26358,26624,-0.00457,"Sanger",5.762,36.699,-119.557,"sanger-ca","CA",-119.557,36.699,283,4574
25975,25221,0.01039,"Reedley",5.447,36.5984,-119.447,"reedley-ca","CA",-119.447,36.5984,284,4769
25919,27091,-0.01235,"Benicia",12.839,38.0727,-122.155,"benicia-ca","CA",-122.155,38.0727,285,2019
25784,25394,0.0146,"Norco",13.832,33.9255,-117.552,"norco-ca","CA",-117.552,33.9255,286,1864
25709,28234,-0.02027,"Belmont",4.634,37.5144,-122.294,"belmont-ca","CA",-122.294,37.5144,287,5548
25649,26477,-0.00927,"Eureka",9.384,40.7934,-124.155,"eureka-ca","CA",-124.155,40.7934,288,2733
25532,26009,-0.00754,"Hercules",6.41,38.0214,-122.289,"hercules-ca","CA",-122.289,38.0214,289,3983
25521,24666,0.00465,"Dinuba",6.512,36.5453,-119.399,"dinuba-ca","CA",-119.399,36.5453,290,3919
25442,26121,0,"West Whittier-Los Nietos",2.519,33.976,-118.069,"west-whittier--los-nietos-ca","CA",-118.069,33.976,291,10100
25433,25405,0.00043,"Galt",6.804,38.2685,-121.299,"galt-ca","CA",-121.299,38.2685,292,3738
25379,26127,-0.00805,"Imperial Beach",4.3,32.5691,-117.115,"imperial-beach-ca","CA",-117.115,32.5691,293,5902
25195,24828,0.00131,"Loma Linda",7.657,34.0453,-117.25,"loma-linda-ca","CA",-117.25,34.0453,294,3290
25131,25147,0,"North Tustin",6.611,33.7644,-117.794,"north-tustin-ca","CA",-117.794,33.7644,295,3801
25091,26307,-0.01372,"Windsor",7.27,38.5421,-122.809,"windsor-ca","CA",-122.809,38.5421,296,3451
24993,25967,-0.01167,"El Cerrito",3.657,37.9196,-122.303,"el-cerrito-ca","CA",-122.303,37.9196,297,6834
24980,26851,-0.01712,"South Pasadena",3.407,34.109,-118.157,"south-pasadena-ca","CA",-118.157,34.109,298,7332
24789,25419,-0.00884,"Barstow",41.275,34.867,-117.043,"barstow-ca","CA",-117.043,34.867,299,601
24762,24872,-0.00129,"Riverbank",4.05,37.7256,-120.938,"riverbank-ca","CA",-120.938,37.7256,300,6114
24672,25371,-0.00748,"Lafayette",15.045,37.891,-122.12,"lafayette-ca","CA",-122.12,37.891,301,1640
24407,25378,0,"Bay Point",6.451,38.0323,-121.962,"bay-point-ca","CA",-121.962,38.0323,302,3783
24323,24996,0,"Ladera Ranch",4.914,33.5491,-117.642,"ladera-ranch-ca","CA",-117.642,33.5491,303,4950
24039,25183,-0.01208,"Seal Beach",11.275,33.7544,-118.071,"seal-beach-ca","CA",-118.071,33.7544,304,2132
24020,24658,-0.00846,"Selma",5.768,36.5715,-119.614,"selma-ca","CA",-119.614,36.5715,305,4164
23873,23788,0.00084,"Patterson",7.796,37.4759,-121.154,"patterson-ca","CA",-121.154,37.4759,306,3062
23845,23755,0,"Rosemont",4.373,38.5477,-121.355,"rosemont-ca","CA",-121.355,38.5477,307,5453
23620,20023,0.05207,"Shafter",38.723,35.4794,-119.201,"shafter-ca","CA",-119.201,35.4794,308,610
23590,21387,0,"Mountain House",3.193,37.774,-121.545,"mountain-house-ca","CA",-121.545,37.774,309,7388
23541,23970,-0.00305,"San Fernando",2.374,34.2887,-118.436,"san-fernando-ca","CA",-118.436,34.2887,310,9916
23322,25040,-0.01686,"Maywood",1.178,33.9885,-118.188,"maywood-ca","CA",-118.188,33.9885,311,19798
23279,22322,0.01695,"Marina",8.889,36.6803,-121.789,"marina-ca","CA",-121.789,36.6803,312,2619
23262,21842,0,"Linda",8.585,39.1241,-121.542,"linda-ca","CA",-121.542,39.1241,313,2710
23223,22709,0.00838,"Corcoran",7.373,36.0839,-119.561,"corcoran-ca","CA",-119.561,36.0839,314,3150
23166,24692,-0.02162,"Soledad",4.481,36.4376,-121.315,"soledad-ca","CA",-121.315,36.4376,315,5170
23164,23566,0,"Ashland",1.838,37.6942,-122.116,"ashland-ca","CA",-122.116,37.6942,316,12603
23051,21907,0,"Bloomington",6.072,34.0601,-117.401,"bloomington-ca","CA",-117.401,34.0601,317,3796
23034,23201,-0.00307,"Oakdale",6.181,37.7619,-120.848,"oakdale-ca","CA",-120.848,37.7619,318,3727
22879,21662,0.02399,"Duarte",6.708,34.161,-117.95,"duarte-ca","CA",-117.95,34.161,319,3411
22654,23076,0,"East San Gabriel",1.562,34.1196,-118.08,"east-san-gabriel-ca","CA",-118.08,34.1196,320,14503
22491,24401,0,"Willowbrook",1.547,33.9189,-118.236,"willowbrook-ca","CA",-118.236,33.9189,321,14538
22430,21476,0,"Rancho San Diego",8.696,32.7624,-116.92,"rancho-san-diego-ca","CA",-116.92,32.7624,322,2579
22240,22697,0,"West Carson",2.266,33.8231,-118.294,"west-carson-ca","CA",-118.294,33.8231,323,9815
22199,23000,-0.00857,"Laguna Beach",8.892,33.5434,-117.762,"laguna-beach-ca","CA",-117.762,33.5434,324,2497
22180,22818,0,"Granite Bay",21.509,38.7604,-121.168,"granite-bay-ca","CA",-121.168,38.7604,325,1031
22141,21977,0,"West Rancho Dominguez",3.974,33.9043,-118.268,"west-rancho-dominguez-ca","CA",-118.268,33.9043,326,5571
22118,21493,0,"Ramona",38.436,33.0458,-116.878,"ramona-ca","CA",-116.878,33.0458,327,575
22074,23555,0,"West Puente Valley",1.869,34.0523,-117.967,"west-puente-valley-ca","CA",-117.967,34.0523,328,11811
21952,22665,0,"Valinda",2.014,34.04,-117.93,"valinda-ca","CA",-117.93,34.04,329,10900
21759,21032,0,"Lakeside",6.929,32.8566,-116.904,"lakeside-ca","CA",-116.904,32.8566,330,3140
21695,23178,-0.01801,"Calabasas",13.682,34.134,-118.669,"calabasas-ca","CA",-118.669,34.134,331,1586
21657,20417,0.00989,"Imperial",6.236,32.839,-115.572,"imperial-ca","CA",-115.572,32.839,332,3473
21579,23128,-0.01127,"Millbrae",3.251,37.599,-122.402,"millbrae-ca","CA",-122.402,37.599,333,6638
21395,22740,-0.01324,"Cudahy",1.176,33.964,-118.183,"cudahy-ca","CA",-118.183,33.964,334,18193
21352,21751,-0.00721,"Yucca Valley",39.831,34.1233,-116.422,"yucca-valley-ca","CA",-116.422,34.1233,335,536
21320,22785,0,"Winter Gardens",4.42,32.8375,-116.927,"winter-gardens-ca","CA",-116.927,32.8375,336,4824
21092,21777,-0.008,"American Canyon",6.086,38.179,-122.26,"american-canyon-ca","CA",-122.26,38.179,337,3466
20751,21960,-0.01556,"Port Hueneme",4.423,34.1621,-119.204,"port-hueneme-ca","CA",-119.204,34.1621,338,4692
20687,22476,0,"Lennox",1.094,33.9381,-118.359,"lennox-ca","CA",-118.359,33.9381,339,18910
20679,21296,-0.01185,"South Lake Tahoe",10.154,38.9392,-119.982,"south-lake-tahoe-ca","CA",-119.982,38.9392,340,2037
20654,20255,0,"Rosamond",52.122,34.8656,-118.215,"rosamond-ca","CA",-118.215,34.8656,341,396
20581,20817,0,"Mead Valley",19.084,33.8333,-117.285,"mead-valley-ca","CA",-117.285,33.8333,342,1078
20484,18980,0,"Stevenson Ranch",6.356,34.3877,-118.584,"stevenson-ranch-ca","CA",-118.584,34.3877,343,3223
20261,20161,0,"East Hemet",5.2,33.7301,-116.941,"east-hemet-ca","CA",-116.941,33.7301,344,3896
20253,19958,0.00526,"Oroville",13.834,39.4955,-121.56,"oroville-ca","CA",-121.56,39.4955,345,1464
20193,18788,0.04227,"Arcata",9.368,40.8623,-124.075,"arcata-ca","CA",-124.075,40.8623,346,2156
20092,20171,0,"La Crescenta-Montrose",3.428,34.233,-118.236,"la-crescenta--montrose-ca","CA",-118.236,34.233,347,5861
20055,19327,0,"Casa de Oro-Mount Helix",6.85,32.764,-116.969,"casa-de-oro--mount-helix-ca","CA",-116.969,32.764,348,2928
19927,18980,0.01446,"Greenfield",2.136,36.3234,-121.245,"greenfield-ca","CA",-121.245,36.3234,349,9329
19692,19612,0.00229,"South El Monte",2.843,34.0504,-118.048,"south-el-monte-ca","CA",-118.048,34.0504,350,6926
19405,19545,-0.00528,"Arvin",4.819,35.1944,-118.831,"arvin-ca","CA",-118.831,35.1944,351,4027
19373,18986,0.00597,"Dixon",7.065,38.4475,-121.824,"dixon-ca","CA",-121.824,38.4475,352,2742
19372,20560,0,"Prunedale",46.062,36.8117,-121.655,"prunedale-ca","CA",-121.655,36.8117,353,421
19349,20849,-0.01787,"Lomita",1.912,33.7933,-118.317,"lomita-ca","CA",-118.317,33.7933,354,10120
19252,19072,0,"Valle Vista",6.871,33.7434,-116.889,"valle-vista-ca","CA",-116.889,33.7434,355,2802
19174,19003,0,"Rosedale",29.272,35.3886,-119.206,"rosedale-ca","CA",-119.206,35.3886,356,655
19102,20506,-0.01673,"La Canada Flintridge",8.626,34.2097,-118.2,"la-canada-flintridge-ca","CA",-118.2,34.2097,357,2214
19059,19516,-0.00771,"Orinda",12.853,37.8816,-122.169,"orinda-ca","CA",-122.169,37.8816,358,1483
18788,20227,-0.01767,"Agoura Hills",7.801,34.1489,-118.764,"agoura-hills-ca","CA",-118.764,34.1489,359,2408
18717,19104,0,"South San Jose Hills",1.508,34.0123,-117.904,"south-san-jose-hills-ca","CA",-117.904,34.0123,360,12412
18643,18479,0,"Castaic",7.262,34.4775,-118.626,"castaic-ca","CA",-118.626,34.4775,361,2567
18600,18815,-0.0037,"Chowchilla",11.086,37.1161,-120.242,"chowchilla-ca","CA",-120.242,37.1161,362,1678
18599,20225,-0.02147,"Albany",1.789,37.8907,-122.318,"albany-ca","CA",-122.318,37.8907,363,10396
18399,19687,-0.01568,"Hermosa Beach",1.426,33.8653,-118.396,"hermosa-beach-ca","CA",-118.396,33.8653,364,12903
18272,19038,0,"Phelan",60.092,34.4398,-117.525,"phelan-ca","CA",-117.525,34.4398,365,304
18221,17044,0.0164,"Rancho Mirage",25.354,33.7643,-116.43,"rancho-mirage-ca","CA",-116.43,33.7643,366,719
18210,18420,-0.00465,"Arroyo Grande",5.937,35.1242,-120.585,"arroyo-grande-ca","CA",-120.585,35.1242,367,3067
18030,19003,-0.01508,"Pinole",5.104,38.0017,-122.318,"pinole-ca","CA",-122.318,38.0017,368,3533
18026,18136,-0.01841,"Coronado",7.973,32.6576,-117.157,"coronado-ca","CA",-117.157,32.6576,369,2261
18009,18182,0,"Nipomo",14.853,35.0307,-120.498,"nipomo-ca","CA",-120.498,35.0307,370,1212
17995,18370,0,"Cameron Park",11.227,38.674,-120.988,"cameron-park-ca","CA",-120.988,38.674,371,1603
17807,19149,-0.01744,"Santa Fe Springs",8.873,33.9336,-118.063,"santa-fe-springs-ca","CA",-118.063,33.9336,372,2007
17707,16508,0,"Live Oak",3.243,36.986,-121.98,"live-oak-ca","CA",-121.98,36.986,373,5460
17416,15149,0,"Olivehurst",7.46,39.0817,-121.555,"olivehurst-ca","CA",-121.555,39.0817,374,2335
17388,18020,0.00086,"Blythe",26.606,33.6536,-114.622,"blythe-ca","CA",-114.622,33.6536,375,654
17378,18719,0,"Woodcrest",11.378,33.8789,-117.369,"woodcrest-ca","CA",-117.369,33.8789,376,1527
17255,16200,0,"Stanford",2.745,37.4269,-122.168,"stanford-ca","CA",-122.168,37.4269,377,6286
16955,16409,0.00887,"Fillmore",3.364,34.3984,-118.916,"fillmore-ca","CA",-118.916,34.3984,378,5040
16913,16645,0,"McKinleyville",20.882,40.9516,-124.077,"mckinleyville-ca","CA",-124.077,40.9516,379,810
16850,17532,0,"Bostonia",1.926,32.819,-116.942,"bostonia-ca","CA",-116.942,32.819,380,8749
16762,17654,-0.00775,"Coalinga",6.581,36.1445,-120.358,"coalinga-ca","CA",-120.358,36.1445,381,2547
16734,17617,-0.0135,"Laguna Woods",3.345,33.6121,-117.73,"laguna-woods-ca","CA",-117.73,33.6121,382,5003
16596,16115,0,"Rio Linda",9.885,38.6875,-121.442,"rio-linda-ca","CA",-121.442,38.6875,383,1679
16474,16735,-0.01128,"Truckee",32.332,39.3505,-120.194,"truckee-ca","CA",-120.194,39.3505,384,510
16469,16702,-0.00675,"Clearlake",10.129,38.96,-122.633,"clearlake-ca","CA",-122.633,38.96,385,1626
16453,16868,-0.00766,"Moraga",9.465,37.8457,-122.123,"moraga-ca","CA",-122.123,37.8457,386,1738
16280,16039,0.00222,"Kerman",3.267,36.7249,-120.062,"kerman-ca","CA",-120.062,36.7249,387,4983
16242,16282,0,"Parkway",2.404,38.4993,-121.452,"parkway-ca","CA",-121.452,38.4993,388,6756
16209,15939,0,"Walnut Park",0.748,33.9682,-118.222,"walnut-park-ca","CA",-118.222,33.9682,389,21670
16132,17212,-0.01496,"El Segundo",5.463,33.9104,-118.425,"el-segundo-ca","CA",-118.425,33.9104,390,2953
15968,16074,-0.00943,"Ripon",5.325,37.742,-121.13,"ripon-ca","CA",-121.13,37.742,391,2999
15911,14958,0,"Alpine",26.786,32.8425,-116.756,"alpine-ca","CA",-116.756,32.8425,392,594
15632,15509,0,"Coto de Caza",7.719,33.597,-117.586,"coto-de-caza-ca","CA",-117.586,33.597,393,2025
15566,16576,-0.01823,"Ukiah",4.784,39.1466,-123.21,"ukiah-ca","CA",-123.21,39.1466,394,3254
15523,16174,0,"Los Osos",12.763,35.3071,-120.823,"los-osos-ca","CA",-120.823,35.3071,395,1216
15499,15976,0,"Cherryland",1.198,37.6792,-122.104,"cherryland-ca","CA",-122.104,37.6792,396,12937
15497,14779,0,"El Sobrante",2.765,37.9801,-122.307,"el-sobrante-ca","CA",-122.307,37.9801,397,5605
15362,15904,0,"Discovery Bay",3.775,37.9052,-121.606,"discovery-bay-ca","CA",-121.606,37.9052,398,4069
15323,15051,0.00644,"California City",203.611,35.1466,-117.869,"california-city-ca","CA",-117.869,35.1466,399,75
15310,16341,-0.01493,"Artesia",1.621,33.8676,-118.081,"artesia-ca","CA",-118.081,33.8676,400,9445
15028,14254,0.009,"Livingston",3.675,37.3873,-120.725,"livingston-ca","CA",-120.725,37.3873,401,4089
14924,15252,0,"East Rancho Dominguez",0.822,33.8948,-118.196,"east-rancho-dominguez-ca","CA",-118.196,33.8948,402,18156
14849,15269,0,"Salida",5.29,37.7133,-121.085,"salida-ca","CA",-121.085,37.7133,403,2807
14824,15104,0,"Lemon Hill",1.635,38.5172,-121.457,"lemon-hill-ca","CA",-121.457,38.5172,404,9067
14806,15559,-0.01293,"La Palma",1.783,33.8506,-118.04,"la-palma-ca","CA",-118.04,33.8506,405,8304
14722,15733,0,"Isla Vista",1.85,34.4141,-119.858,"isla-vista-ca","CA",-119.858,34.4141,406,7958
14403,14446,0,"North Auburn",7.788,38.9307,-121.081,"north-auburn-ca","CA",-121.081,38.9307,407,1849
14373,15075,-0.01433,"Pacific Grove",2.859,36.6226,-121.926,"pacific-grove-ca","CA",-121.926,36.6226,408,5027
14355,13864,0,"Alamo",9.673,37.8546,-122.013,"alamo-ca","CA",-122.013,37.8546,409,1484
14350,13488,0.0352,"Avenal",19.486,36.0311,-120.116,"avenal-ca","CA",-120.116,36.0311,410,736
14342,13351,0.02151,"King City",3.896,36.2163,-121.132,"king-city-ca","CA",-121.132,36.2163,411,3681
14284,14616,-0.00936,"Parlier",2.409,36.6087,-119.543,"parlier-ca","CA",-119.543,36.6087,412,5929
14098,14666,-0.01115,"Red Bluff",7.561,40.1735,-122.242,"red-bluff-ca","CA",-122.242,40.1735,413,1865
13936,16618,0,"Camp Pendleton South",3.916,33.2293,-117.382,"camp-pendleton-south-ca","CA",-117.382,33.2293,414,3559
13885,13992,-0.0048,"McFarland",2.668,35.6706,-119.233,"mcfarland-ca","CA",-119.233,35.6706,415,5204
13718,14992,0,"North Fair Oaks",1.198,37.4754,-122.203,"north-fair-oaks-ca","CA",-122.203,37.4754,416,11451
13715,14724,0,"Lamont",4.59,35.2651,-118.916,"lamont-ca","CA",-118.916,35.2651,417,2988
13704,14211,-0.0109,"Mill Valley",4.763,37.9081,-122.542,"mill-valley-ca","CA",-122.542,37.9081,418,2877
13627,13987,0,"Oak Park",5.294,34.185,-118.767,"oak-park-ca","CA",-118.767,34.185,419,2574
13502,14009,-0.0156,"Grass Valley",5.249,39.2238,-121.052,"grass-valley-ca","CA",-121.052,39.2238,420,2572
13473,12470,0,"Bonita",5.015,32.6409,-117.065,"bonita-ca","CA",-117.065,32.6409,421,2687
13470,13836,0,"Avocado Heights",2.706,34.0368,-118.002,"avocado-heights-ca","CA",-118.002,34.0368,422,4978
13429,13792,-0.01134,"Auburn",7.177,38.8951,-121.077,"auburn-ca","CA",-121.077,38.8951,423,1871
13163,14101,-0.01607,"Hawaiian Gardens",0.948,33.8305,-118.073,"hawaiian-gardens-ca","CA",-118.073,33.8305,424,13885
13097,11926,0,"Lake Los Angeles",9.741,34.6098,-117.83,"lake-los-angeles-ca","CA",-117.83,34.6098,425,1345
12989,12939,0.00293,"Emeryville",1.27,37.8385,-122.302,"emeryville-ca","CA",-122.302,37.8385,426,10228
12891,13166,-0.00838,"Grand Terrace",3.507,34.0312,-117.313,"grand-terrace-ca","CA",-117.313,34.0312,427,3676
12753,12621,0,"Big Bear City",31.948,34.2541,-116.796,"big-bear-city-ca","CA",-116.796,34.2541,428,399
12698,12931,-0.00408,"Solana Beach",3.411,32.9913,-117.258,"solana-beach-ca","CA",-117.258,32.9913,429,3723
12682,12854,-0.00087,"Marysville",3.464,39.1515,-121.583,"marysville-ca","CA",-121.583,39.1515,430,3661
12620,13239,-0.01291,"Carpinteria",2.588,34.3852,-119.501,"carpinteria-ca","CA",-119.501,34.3852,431,4876
12545,12990,0.00626,"Tehachapi",10.15,35.143,-118.446,"tehachapi-ca","CA",-118.446,35.143,432,1236
12512,12518,-0.00016,"Fortuna",5.248,40.5871,-124.142,"fortuna-ca","CA",-124.142,40.5871,433,2384
12511,12448,-0.00406,"Kingsburg",3.707,36.5252,-119.567,"kingsburg-ca","CA",-119.567,36.5252,434,3375
12491,11347,0.03231,"Healdsburg",4.464,38.6228,-122.865,"healdsburg-ca","CA",-122.865,38.6228,435,2798
12419,12696,-0.00799,"Grover Beach",2.312,35.1209,-120.62,"grover-beach-ca","CA",-120.62,35.1209,436,5372
12386,12647,-0.00928,"Mendota",3.385,36.756,-120.378,"mendota-ca","CA",-120.378,36.756,437,3659
12357,12650,-0.00723,"Lindsay",2.733,36.2082,-119.09,"lindsay-ca","CA",-119.09,36.2082,438,4521
12324,13309,-0.01863,"Palos Verdes Estates",4.774,33.7872,-118.397,"palos-verdes-estates-ca","CA",-118.397,33.7872,439,2581
12300,13045,-0.01812,"Larkspur",3.024,37.9405,-122.53,"larkspur-ca","CA",-122.53,37.9405,440,4067
12278,12027,0,"Home Gardens",1.512,33.8784,-117.512,"home-gardens-ca","CA",-117.512,33.8784,441,8120
12213,12804,-0.01437,"San Anselmo",2.677,37.9821,-122.57,"san-anselmo-ca","CA",-122.57,37.9821,442,4562
12197,11332,0,"Diamond Springs",16.64,38.6921,-120.837,"diamond-springs-ca","CA",-120.837,38.6921,443,733
12196,12331,0,"Tamalpais-Homestead Valley",4.685,37.8791,-122.538,"tamalpais--homestead-valley-ca","CA",-122.538,37.8791,444,2603
12127,13096,0,"El Sobrante",7.225,33.8725,-117.463,"el-sobrante-ca","CA",-117.463,33.8725,445,1678
12082,12387,-0.0078,"Newman",2.062,37.3157,-121.021,"newman-ca","CA",-121.021,37.3157,446,5859
11999,11621,0,"View Park-Windsor Hills",1.841,33.9945,-118.348,"view-park--windsor-hills-ca","CA",-118.348,33.9945,447,6518
11986,11619,0,"Winton",3.041,37.3854,-120.617,"winton-ca","CA",-120.617,37.3854,448,3941
11831,11798,0,"Alum Rock",0.842,37.3694,-121.824,"alum-rock-ca","CA",-121.824,37.3694,449,14051
11802,11546,0,"Muscoy",3.019,34.1551,-117.348,"muscoy-ca","CA",-117.348,34.1551,450,3909
11789,12235,-0.0119,"Scotts Valley",4.618,37.0555,-122.012,"scotts-valley-ca","CA",-122.012,37.0555,451,2553
11742,11923,0,"Rossmoor",1.543,33.7886,-118.08,"rossmoor-ca","CA",-118.08,33.7886,452,7610
11652,11570,0,"La Riviera",1.9,38.5685,-121.355,"la-riviera-ca","CA",-121.355,38.5685,453,6133
11637,12476,-0.01698,"San Marino",3.766,34.1227,-118.113,"san-marino-ca","CA",-118.113,34.1227,454,3090
11472,14080,0,"Sun Village",10.804,34.5595,-117.957,"sun-village-ca","CA",-117.957,34.5595,455,1062
11400,12317,-0.01843,"Commerce",6.538,33.9945,-118.15,"commerce-ca","CA",-118.15,33.9945,456,1744
11269,10165,0.01131,"Calimesa",14.858,33.9873,-117.054,"calimesa-ca","CA",-117.054,33.9873,457,758
11258,11771,-0.0128,"Los Alamitos",4.023,33.7969,-118.061,"los-alamitos-ca","CA",-118.061,33.7969,458,2798
11161,11330,-0.0065,"Anderson",7.031,40.4498,-122.295,"anderson-ca","CA",-122.295,40.4498,459,1587
11108,11084,-0.00153,"Canyon Lake",3.912,33.6883,-117.264,"canyon-lake-ca","CA",-117.264,33.6883,460,2839
11025,11809,-0.01589,"Signal Hill",2.191,33.8034,-118.17,"signal-hill-ca","CA",-118.17,33.8034,461,5032
10979,10105,0,"Citrus",0.887,34.1105,-117.893,"citrus-ca","CA",-117.893,34.1105,462,12378
10929,11320,0,"Valley Center",27.469,33.233,-117.016,"valley-center-ca","CA",-117.016,33.233,463,398
10896,11837,0,"Delhi",3.51,37.4306,-120.776,"delhi-ca","CA",-120.776,37.4306,464,3104
10808,11358,-0.0068,"Hillsborough",6.19,37.5572,-122.359,"hillsborough-ca","CA",-122.359,37.5572,465,1746
10766,11765,-0.01869,"Half Moon Bay",6.427,37.4673,-122.44,"half-moon-bay-ca","CA",-122.44,37.4673,466,1675
