"pop2024","pop2020","growth","name","aland_sqmi","intptlat","intptlong","slug","usps","lng","lat","rank","density"
10756,10424,0,"Del Aire",1.012,33.9167,-118.369,"del-aire-ca","CA",-118.369,33.9167,467,10628
10742,11062,-0.00748,"Clayton",3.84,37.9403,-121.93,"clayton-ca","CA",-121.93,37.9403,468,2797
10633,10105,0.01228,"Rio Vista",6.582,38.1761,-121.705,"rio-vista-ca","CA",-121.705,38.1761,469,1615
10622,10590,0,"Blackhawk",5.796,37.8096,-121.913,"blackhawk-ca","CA",-121.913,37.8096,470,1833
10583,10834,0,"Fairview",2.751,37.6777,-122.044,"fairview-ca","CA",-122.044,37.6777,471,3847
10565,12362,0,"Lakeland Village",8.781,33.649,-117.367,"lakeland-village-ca","CA",-117.367,33.649,472,1203
10518,10751,-0.00839,"Morro Bay",5.324,35.3673,-120.869,"morro-bay-ca","CA",-120.869,35.3673,473,1976
10505,10721,0,"Soquel",4.598,36.9978,-121.948,"soquel-ca","CA",-121.948,36.9978,474,2285
10417,11238,-0.01847,"Sierra Madre",2.953,34.1688,-118.05,"sierra-madre-ca","CA",-118.05,34.1688,475,3528
10399,11251,-0.01942,"Piedmont",1.7,37.8225,-122.23,"piedmont-ca","CA",-122.23,37.8225,476,6117
10360,10732,-0.01446,"Placerville",5.84,38.7311,-120.798,"placerville-ca","CA",-120.798,38.7311,477,1774
10283,16426,-0.14273,"Susanville",7.944,40.4337,-120.628,"susanville-ca","CA",-120.628,40.4337,478,1294
10278,10617,-0.00446,"Malibu",19.847,34.0343,-118.78,"malibu-ca","CA",-118.78,34.0343,479,518
10274,10065,0,"Marina del Rey",0.858,33.9788,-118.453,"marina-del-rey-ca","CA",-118.453,33.9788,480,11974
10241,9752,0,"San Diego Country Estates",16.784,33.0094,-116.787,"san-diego-country-estates-ca","CA",-116.787,33.0094,481,610
10218,10408,-0.00516,"Farmersville",2.24,36.3053,-119.208,"farmersville-ca","CA",-119.208,36.3053,482,4562
10191,10371,-0.00702,"Shasta Lake",10.923,40.6766,-122.381,"shasta-lake-ca","CA",-122.381,40.6766,483,933
10189,9741,0,"Lake Arrowhead",17.726,34.2541,-117.178,"lake-arrowhead-ca","CA",-117.178,34.2541,484,575
10159,10327,-0.00529,"Exeter",2.463,36.294,-119.146,"exeter-ca","CA",-119.146,36.294,485,4125
10124,10096,0,"Garden Acres",2.584,37.9637,-121.23,"garden-acres-ca","CA",-121.23,37.9637,486,3918
10089,10405,0,"Quartz Hill",3.764,34.652,-118.216,"quartz-hill-ca","CA",-118.216,34.652,487,2680
10060,10719,-0.01978,"Sonoma",2.744,38.2903,-122.46,"sonoma-ca","CA",-122.46,38.2903,488,3666
9892,10234,0,"Golden Hills",12.254,35.1513,-118.501,"golden-hills-ca","CA",-118.501,35.1513,489,807
9794,9990,0,"Madera Acres",7.281,37.0123,-120.08,"madera-acres-ca","CA",-120.08,37.0123,490,1345
9707,10141,0,"Mentone",6.111,34.0606,-117.115,"mentone-ca","CA",-117.115,34.0606,491,1588
9694,9152,0.01391,"Live Oak",3.121,39.2788,-121.662,"live-oak-ca","CA",-121.662,39.2788,492,3106
9686,9242,0,"Country Club",1.917,37.968,-121.34,"country-club-ca","CA",-121.34,37.968,493,5053
9685,9136,0.0184,"Waterford",2.358,37.6427,-120.754,"waterford-ca","CA",-120.754,37.6427,494,4107
9644,10217,-0.01842,"Corte Madera",3.16,37.9318,-122.508,"corte-madera-ca","CA",-122.508,37.9318,495,3052
9345,9639,-0.00954,"Orange Cove",1.792,36.6211,-119.319,"orange-cove-ca","CA",-119.319,36.6211,496,5215
9335,9963,0,"Charter Oak",0.928,34.1025,-117.856,"charter-oak-ca","CA",-117.856,34.1025,497,10059
9335,9351,0,"Crestline",13.86,34.2541,-117.287,"crestline-ca","CA",-117.287,34.2541,498,674
9334,10023,0,"Rodeo",3.742,38.0366,-122.254,"rodeo-ca","CA",-122.254,38.0366,499,2494
9303,9923,-0.01877,"Capitola",1.593,36.9761,-121.954,"capitola-ca","CA",-121.954,36.9761,500,5840
9245,11444,0,"Magalia",14.013,39.8188,-121.608,"magalia-ca","CA",-121.608,39.8188,501,660
9131,9554,0,"West Athens",1.336,33.9235,-118.303,"west-athens-ca","CA",-118.303,33.9235,502,6835
9100,8908,0,"Orosi",2.446,36.5434,-119.29,"orosi-ca","CA",-119.29,36.5434,503,3720
9089,8046,0,"August",1.256,37.9796,-121.263,"august-ca","CA",-121.263,37.9796,504,7236
9036,8089,0.03541,"Firebaugh",3.517,36.8537,-120.454,"firebaugh-ca","CA",-120.454,36.8537,505,2569
9007,9713,0,"Rio del Mar",3,36.9579,-121.885,"rio-del-mar-ca","CA",-121.885,36.9579,506,3002
9000,4744,0.16009,"Paradise",18.316,39.7542,-121.606,"paradise-ca","CA",-121.606,39.7542,507,491
8967,9573,0,"Fort Irwin",6.965,35.2477,-116.683,"fort-irwin-ca","CA",-116.683,35.2477,508,1287
8897,8124,0.01367,"Guadalupe",1.31,34.9649,-120.573,"guadalupe-ca","CA",-120.573,34.9649,509,6792
8764,8408,0,"Spring Valley Lake",3.024,34.4968,-117.268,"spring-valley-lake-ca","CA",-117.268,34.4968,510,2898
8630,9129,-0.01753,"Tiburon",4.48,37.8868,-122.463,"tiburon-ca","CA",-122.463,37.8868,511,1926
8614,7965,0,"Templeton",7.894,35.556,-120.718,"templeton-ca","CA",-120.718,35.556,512,1091
8529,8210,0,"Montecito",9.347,34.4382,-119.628,"montecito-ca","CA",-119.628,34.4382,513,912
8455,8993,-0.02051,"Cloverdale",3.13,38.7961,-123.015,"cloverdale-ca","CA",-123.015,38.7961,514,2701
8314,8000,0,"Alondra Park",1.107,33.8902,-118.336,"alondra-park-ca","CA",-118.336,33.8902,515,7510
8301,7687,0,"Plumas Lake",8.385,38.9923,-121.558,"plumas-lake-ca","CA",-121.558,38.9923,516,990
8291,8431,0,"Good Hope",11.234,33.7706,-117.277,"good-hope-ca","CA",-117.277,33.7706,517,738
8286,8232,0.00363,"Corning",3.55,39.9282,-122.182,"corning-ca","CA",-122.182,39.9282,518,2334
8270,6815,0,"East Foothills",2.114,37.3827,-121.814,"east-foothills-ca","CA",-121.814,37.3827,519,3912
8242,8158,0,"Thousand Palms",23.641,33.815,-116.354,"thousand-palms-ca","CA",-116.354,33.815,520,349
8229,9031,0,"University of California-Davis",1.463,38.5374,-121.758,"university-of-california--davis-ca","CA",-121.758,38.5374,521,5625
8202,8098,0,"Topanga",19.129,34.0968,-118.606,"topanga-ca","CA",-118.606,34.0968,522,429
8163,8633,-0.01662,"Gonzales",1.89,36.506,-121.443,"gonzales-ca","CA",-121.443,36.506,523,4319
8158,7499,0.02668,"Hughson",1.943,37.6021,-120.866,"hughson-ca","CA",-120.866,37.6021,524,4199
8050,8059,0.00037,"Pismo Beach",3.497,35.1532,-120.674,"pismo-beach-ca","CA",-120.674,35.1532,525,2302
8039,7596,0,"Interlaken",9.808,36.9506,-121.738,"interlaken-ca","CA",-121.738,36.9506,526,820
8032,8681,0,"Midway City",0.608,33.7451,-117.985,"midway-city-ca","CA",-117.985,33.7451,527,13211
8029,8302,-0.01157,"Orland",2.98,39.7461,-122.185,"orland-ca","CA",-122.185,39.7461,528,2694
7916,8490,-0.01567,"Los Altos Hills",8.942,37.3671,-122.139,"los-altos-hills-ca","CA",-122.139,37.3671,529,885
7910,7930,0,"Gold River",2.658,38.6269,-121.249,"gold-river-ca","CA",-121.249,38.6269,530,2976
7910,8413,0,"Heber",1.483,32.7318,-115.52,"heber-ca","CA",-115.52,32.7318,531,5334
7904,7129,0.02357,"Winters",2.935,38.5333,-121.975,"winters-ca","CA",-121.975,38.5333,532,2693
7838,10415,0,"Oak Hills",24.35,34.3899,-117.403,"oak-hills-ca","CA",-117.403,34.3899,533,322
7829,7793,0.00013,"Yreka",9.985,41.724,-122.632,"yreka-ca","CA",-122.632,41.724,534,784
7786,8420,0,"South San Gabriel",0.833,34.0478,-118.096,"south-san-gabriel-ca","CA",-118.096,34.0478,535,9347
7762,8263,-0.01622,"Rolling Hills Estates",3.577,33.7616,-118.393,"rolling-hills-estates-ca","CA",-118.393,33.7616,536,2170
7688,8080,0,"Larkfield-Wikiup",5.308,38.513,-122.754,"larkfield--wikiup-ca","CA",-122.754,38.513,537,1448
7674,8908,0,"Earlimart",2.105,35.8824,-119.271,"earlimart-ca","CA",-119.271,35.8824,538,3646
7652,8026,0,"Cherry Valley",8.02,33.9797,-116.969,"cherry-valley-ca","CA",-116.969,33.9797,539,954
7640,8093,0,"Oroville East",21.597,39.4936,-121.484,"oroville-east-ca","CA",-121.484,39.4936,540,354
7616,7449,0.00171,"Woodlake",2.435,36.4128,-119.1,"woodlake-ca","CA",-119.1,36.4128,541,3128
7581,7709,0,"Franklin",2.018,37.3277,-120.532,"franklin-ca","CA",-120.532,37.3277,542,3757
7562,6764,0.02772,"Fowler",2.532,36.6244,-119.674,"fowler-ca","CA",-119.674,36.6244,543,2987
7425,7620,0,"Alta Sierra",8.321,39.1262,-121.049,"alta-sierra-ca","CA",-121.049,39.1262,544,892
7424,7995,-0.01786,"Westlake Village",5.185,34.1367,-118.817,"westlake-village-ca","CA",-118.817,34.1367,545,1432
7412,7622,-0.00856,"Ojai",4.348,34.4483,-119.247,"ojai-ca","CA",-119.247,34.4483,546,1705
7410,7423,0,"Kentfield",3.026,37.9354,-122.559,"kentfield-ca","CA",-122.559,37.9354,547,2449
7374,8006,0,"Boyes Hot Springs",1.06,38.3126,-122.489,"boyes-hot-springs-ca","CA",-122.489,38.3126,548,6957
7328,5567,0,"Garnet",7.884,33.9179,-116.48,"garnet-ca","CA",-116.48,33.9179,549,929
7324,7477,-0.00839,"Escalon",2.28,37.7913,-121,"escalon-ca","CA",-121,37.7913,550,3212
7306,6626,0,"Bermuda Dunes",2.946,33.7435,-116.287,"bermuda-dunes-ca","CA",-116.287,33.7435,551,2480
7305,6999,0,"Nuevo",6.771,33.8011,-117.141,"nuevo-ca","CA",-117.141,33.8011,552,1079
7301,7580,-0.0103,"Cotati",1.88,38.3285,-122.71,"cotati-ca","CA",-122.71,38.3285,553,3884
7287,7601,0,"Oceano",1.532,35.1016,-120.608,"oceano-ca","CA",-120.608,35.1016,554,4757
7286,7054,0,"Acton",39.259,34.4961,-118.184,"acton-ca","CA",-118.184,34.4961,555,186
7247,7378,0,"Ben Lomond",8.36,37.0782,-122.088,"ben-lomond-ca","CA",-122.088,37.0782,556,867
7157,6937,0,"Pinon Hills",32.115,34.4456,-117.624,"pinon-hills-ca","CA",-117.624,34.4456,557,223
7155,7586,-0.01838,"Fairfax",2.228,37.9885,-122.595,"fairfax-ca","CA",-122.595,37.9885,558,3211
7069,6201,0,"Highgrove",3.219,34.0106,-117.31,"highgrove-ca","CA",-117.31,34.0106,559,2196
7060,7521,-0.01931,"Sebastopol",1.883,38.4,-122.828,"sebastopol-ca","CA",-122.828,38.4,560,3749
7006,7466,-0.00199,"Taft",15.264,35.1267,-119.424,"taft-ca","CA",-119.424,35.1267,561,459
6961,7370,-0.01875,"Gridley",2.084,39.3622,-121.697,"gridley-ca","CA",-121.697,39.3622,562,3340
6847,7252,-0.01779,"Sausalito",1.764,37.8584,-122.492,"sausalito-ca","CA",-122.492,37.8584,563,3882
6837,6833,0,"Mira Monte",4.57,34.4289,-119.283,"mira-monte-ca","CA",-119.283,34.4289,564,1496
6833,6565,0,"South Monrovia Island",0.548,34.1234,-117.996,"south-monrovia-island-ca","CA",-117.996,34.1234,565,12469
6826,6833,-0.00219,"Loomis",7.266,38.8094,-121.195,"loomis-ca","CA",-121.195,38.8094,566,939
6790,6495,0,"Thermalito",12.728,39.5089,-121.601,"thermalito-ca","CA",-121.601,39.5089,567,533
6754,7165,-0.01055,"Atherton",5.03,37.4571,-122.201,"atherton-ca","CA",-122.201,37.4571,568,1343
6751,7786,0,"Joshua Tree",36.086,34.1236,-116.313,"joshua-tree-ca","CA",-116.313,34.1236,569,187
6725,7222,-0.02663,"Mammoth Lakes",24.866,37.6244,-118.988,"mammoth-lakes-ca","CA",-118.988,37.6244,570,270
6710,6419,0,"Ladera Heights",2.966,33.9968,-118.37,"ladera-heights-ca","CA",-118.37,33.9968,571,2262
6709,6968,-0.01266,"Fort Bragg",2.899,39.4398,-123.802,"fort-bragg-ca","CA",-123.802,39.4398,572,2314
6702,7945,0,"Vandenberg Village",5.247,34.7117,-120.462,"vandenberg-village-ca","CA",-120.462,34.7117,573,1277
6663,5224,0,"Wilton",29.002,38.413,-121.213,"wilton-ca","CA",-121.213,38.413,574,230
6620,6332,0,"Castroville",1.022,36.7648,-121.753,"castroville-ca","CA",-121.753,36.7648,575,6477
6614,6245,0,"As",6.578,36.9911,-121.893,"as-ca","CA",-121.893,36.9911,576,1005
6494,7389,0,"Lake Mathews",15.927,33.825,-117.368,"lake-mathews-ca","CA",-117.368,33.825,577,408
6491,6448,0,"Eucalys Hills",4.758,32.8852,-116.945,"eucalys-hills-ca","CA",-116.945,32.8852,578,1364
6484,5937,0,"Hilmar-Irwin",3.927,37.4045,-120.85,"hilmar--irwin-ca","CA",-120.85,37.4045,579,1651
6468,6557,0,"Oak View",1.962,34.399,-119.298,"oak-view-ca","CA",-119.298,34.399,580,3297
6418,6506,0,"El Rio",2.032,34.2453,-119.157,"el-rio-ca","CA",-119.157,34.2453,581,3158
6414,6599,0,"Desert Palms",2.671,33.7791,-116.298,"desert-palms-ca","CA",-116.298,33.7791,582,2401
6403,6756,0,"Lemoore Station",4.198,36.2633,-119.905,"lemoore-station-ca","CA",-119.905,36.2633,583,1525
6337,6255,0,"Durham",81.718,39.6294,-121.791,"durham-ca","CA",-121.791,39.6294,584,78
6334,6738,0,"Lucas Valley-Marinwood",5.731,38.0405,-122.576,"lucas-valley--marinwood-ca","CA",-122.576,38.0405,585,1105
6313,5541,0,"Mecca",6.959,33.5767,-116.065,"mecca-ca","CA",-116.065,33.5767,586,907
6312,6398,-0.00442,"Colusa",3.424,39.2058,-122.012,"colusa-ca","CA",-122.012,39.2058,587,1843
6289,6498,0,"San Martin",11.6,37.0829,-121.596,"san-martin-ca","CA",-121.596,37.0829,588,542
6270,6203,0.0024,"Huron",1.6,36.204,-120.096,"huron-ca","CA",-120.096,36.204,589,3919
6238,5870,0,"Camino Tassajara",1.275,37.7909,-121.885,"camino-tassajara-ca","CA",-121.885,37.7909,590,4893
6221,7613,0,"Homeland",4.27,33.7459,-117.113,"homeland-ca","CA",-117.113,33.7459,591,1457
6212,5694,0,"Lucerne Valley",105.589,34.4428,-116.902,"lucerne-valley-ca","CA",-116.902,34.4428,592,59
6202,5975,0,"Salton City",21.437,33.2994,-115.961,"salton-city-ca","CA",-115.961,33.2994,593,289
6196,6585,-0.01007,"Calipatria",3.699,33.1688,-115.486,"calipatria-ca","CA",-115.486,33.1688,594,1675
6187,6150,0.00049,"Gustine",1.551,37.2545,-120.995,"gustine-ca","CA",-120.995,37.2545,595,3989
6136,6027,0,"Saranap",1.134,37.8878,-122.076,"saranap-ca","CA",-122.076,37.8878,596,5411
6089,6310,0,"Rancho Calaveras",8.376,38.1273,-120.853,"rancho-calaveras-ca","CA",-120.853,38.1273,597,727
6018,5776,0,"Jamul",16.833,32.7184,-116.871,"jamul-ca","CA",-116.871,32.7184,598,358
5924,6270,-0.01595,"Willows",2.836,39.5148,-122.199,"willows-ca","CA",-122.199,39.5148,599,2089
5917,6480,0,"Pollock Pines",7.928,38.7534,-120.598,"pollock-pines-ca","CA",-120.598,38.7534,600,746
5893,5435,0,"Cottonwood",2.322,40.3905,-122.286,"cottonwood-ca","CA",-122.286,40.3905,601,2538
5852,5948,0,"Hidden Valley Lake",9.784,38.8015,-122.551,"hidden-valley-lake-ca","CA",-122.551,38.8015,602,598
5842,6117,-0.01217,"Solvang",2.425,34.5938,-120.14,"solvang-ca","CA",-120.14,34.5938,603,2409
5827,5691,0,"Keyes",2.816,37.5618,-120.909,"keyes-ca","CA",-120.909,37.5618,604,2069
5825,5555,0,"Cambria",8.508,35.5525,-121.085,"cambria-ca","CA",-121.085,35.5525,605,685
5822,5797,0.00017,"Dos Palos",1.349,36.9854,-120.634,"dos-palos-ca","CA",-120.634,36.9854,606,4316
5757,5089,0,"Las Flores",2.22,33.5839,-117.624,"las-flores-ca","CA",-117.624,33.5839,607,2593
5728,5682,0,"Rancho Murieta",11.887,38.5007,-121.074,"rancho-murieta-ca","CA",-121.074,38.5007,608,482
5728,5562,0.00721,"Williams",4.945,39.1498,-122.139,"williams-ca","CA",-122.139,39.1498,609,1158
5659,5826,-0.00632,"Villa Park",2.079,33.818,-117.811,"villa-park-ca","CA",-117.811,33.818,610,2722
5651,6069,0,"El Granada",4.828,37.5209,-122.471,"el-granada-ca","CA",-122.471,37.5209,611,1170
5632,5325,0,"Strawberry",1.33,37.8913,-122.509,"strawberry-ca","CA",-122.509,37.8913,612,4235
5624,5171,0.02366,"Ione",4.582,38.36,-120.944,"ione-ca","CA",-120.944,38.36,613,1227
5609,6511,-0.03226,"Crescent City",1.963,41.7645,-124.201,"crescent-city-ca","CA",-124.201,41.7645,614,2857
5598,5291,0,"Bear Valley Springs",41.485,35.1794,-118.626,"bear-valley-springs-ca","CA",-118.626,35.1794,615,135
5596,5771,0,"Fruitridge Pocket",0.596,38.5326,-121.456,"fruitridge-pocket-ca","CA",-121.456,38.5326,616,9389
5532,6050,0,"Silver Lakes",5.174,34.7479,-117.345,"silver-lakes-ca","CA",-117.345,34.7479,617,1069
5516,5204,0,"Palermo",29.162,39.4307,-121.523,"palermo-ca","CA",-121.523,39.4307,618,189
5492,5305,0,"Boulder Creek",7.512,37.1341,-122.127,"boulder-creek-ca","CA",-122.127,37.1341,619,731
5474,6025,0,"East Pasadena",1.317,34.1368,-118.078,"east-pasadena-ca","CA",-118.078,34.1368,620,4156
5438,5557,0,"West Modesto",1.426,37.6175,-121.033,"west-modesto-ca","CA",-121.033,37.6175,621,3813
5424,5399,0,"East Porterville",3.018,36.0569,-118.971,"east-porterville-ca","CA",-118.971,36.0569,622,1797
5373,5600,-0.01286,"Holtville",1.155,32.8138,-115.378,"holtville-ca","CA",-115.378,32.8138,623,4652
5328,5269,0,"El Cerrito",2.592,33.8382,-117.522,"el-cerrito-ca","CA",-117.522,33.8382,624,2056
5309,5171,0,"Kensington",0.947,37.9103,-122.283,"kensington-ca","CA",-122.283,37.9103,625,5606
5251,5661,-0.01832,"La Habra Heights",6.159,33.959,-117.949,"la-habra-heights-ca","CA",-117.949,33.959,626,853
5234,5377,0,"Burbank",0.416,37.3211,-121.931,"burbank-ca","CA",-121.931,37.3211,627,12582
5232,5303,0,"Yosemite Lakes",20.902,37.1854,-119.772,"yosemite-lakes-ca","CA",-119.772,37.1854,628,250
5209,5687,0,"Mayflower Village",0.688,34.1159,-118.01,"mayflower-village-ca","CA",-118.01,34.1159,629,7571
5202,4915,0,"Tara Hills",0.665,37.9939,-122.319,"tara-hills-ca","CA",-122.319,37.9939,630,7823
5183,5002,0.0068,"Jackson",3.594,38.3485,-120.773,"jackson-ca","CA",-120.773,38.3485,631,1442
5156,5613,0,"Old Fig Garden",1.668,36.7988,-119.805,"old-fig-garden-ca","CA",-119.805,36.7988,632,3091
5102,5235,0,"Elverta",8.842,38.7185,-121.445,"elverta-ca","CA",-121.445,38.7185,633,577
5090,5546,0,"Twin Lakes",0.691,36.9614,-121.992,"twin-lakes-ca","CA",-121.992,36.9614,634,7366
5042,4429,0,"McSwain",6.038,37.3145,-120.587,"mcswain-ca","CA",-120.587,37.3145,635,835
5041,4775,0,"Pacheco",0.741,37.9878,-122.07,"pacheco-ca","CA",-122.07,37.9878,636,6803
5003,5405,0,"Oakhurst",5.996,37.3515,-119.649,"oakhurst-ca","CA",-119.649,37.3515,637,834
4996,5168,-0.01089,"Buellton",1.582,34.6155,-120.194,"buellton-ca","CA",-120.194,34.6155,638,3158
4974,5387,0,"Goshen",1.778,36.3518,-119.421,"goshen-ca","CA",-119.421,36.3518,639,2798
4974,4709,0,"Lake Wildwood",3.058,39.2332,-121.198,"lake-wildwood-ca","CA",-121.198,39.2332,640,1627
4963,5049,-0.0068,"Big Bear Lake",6.24,34.2429,-116.894,"big-bear-lake-ca","CA",-116.894,34.2429,641,795
4952,5033,-0.00742,"Lakeport",3.058,39.0383,-122.923,"lakeport-ca","CA",-122.923,39.0383,642,1619
4946,5143,0,"Myrtletown",2.099,40.7887,-124.131,"myrtletown-ca","CA",-124.131,40.7887,643,2356
4937,4878,0,"Mayfair",0.518,36.7693,-119.761,"mayfair-ca","CA",-119.761,36.7693,644,9531
4926,5020,0,"Bret Harte",0.55,37.6021,-121.004,"bret-harte-ca","CA",-121.004,37.6021,645,8956
4892,4775,0.00328,"Indian Wells",14.321,33.7035,-116.326,"indian-wells-ca","CA",-116.326,33.7035,646,342
4883,5293,-0.01711,"Woodside",11.731,37.4222,-122.259,"woodside-ca","CA",-122.259,37.4222,647,416
4852,5000,-0.0106,"Sonora",3.163,37.9817,-120.383,"sonora-ca","CA",-120.383,37.9817,648,1534
4806,5425,-0.03899,"St. Helena",4.955,38.5128,-122.468,"st-helena-ca","CA",-122.468,38.5128,649,970
4780,4921,-0.00809,"Needles",30.578,34.8136,-114.625,"needles-ca","CA",-114.625,34.8136,650,156
4764,4747,0,"Guerneville",9.709,38.5172,-122.99,"guerneville-ca","CA",-122.99,38.5172,651,491
4729,4969,-0.01623,"Willits",2.817,39.405,-123.349,"willits-ca","CA",-123.349,39.405,652,1679
4719,5215,-0.0318,"Calistoga",2.577,38.5814,-122.583,"calistoga-ca","CA",-122.583,38.5814,653,1831
4716,4728,0,"Santa Ynez",5.136,34.6136,-120.093,"santa-ynez-ca","CA",-120.093,34.6136,654,918
4712,4304,0,"Mather",10.025,38.5484,-121.284,"mather-ca","CA",-121.284,38.5484,655,470
4703,4350,0,"Lake of the Pines",1.495,39.0387,-121.061,"lake-of-the-pines-ca","CA",-121.061,39.0387,656,3146
4642,4175,0,"Carmel Valley Village",18.983,36.5006,-121.732,"carmel-valley-village-ca","CA",-121.732,36.5006,657,245
4589,4410,0,"Running Springs",4.204,34.2114,-117.105,"running-springs-ca","CA",-117.105,34.2114,658,1092
4578,4893,0,"Coarsegold",10.988,37.2526,-119.7,"coarsegold-ca","CA",-119.7,37.2526,659,417
4568,3511,0,"Squaw Valley",56.558,36.6992,-119.193,"squaw-valley-ca","CA",-119.193,36.6992,660,81
4565,4557,0,"Sunnyside",1.913,36.7294,-119.695,"sunnyside-ca","CA",-119.695,36.7294,661,2386
4562,5255,0,"Greenacres",1.903,35.3831,-119.118,"greenacres-ca","CA",-119.118,35.3831,662,2397
4525,4020,0,"Granite Hills",2.792,32.8033,-116.906,"granite-hills-ca","CA",-116.906,32.8033,663,1621
4508,3991,0,"Lincoln Village",0.736,38.0055,-121.334,"lincoln-village-ca","CA",-121.334,38.0055,664,6125
4461,4408,0,"Clearlake Riviera",5.222,38.9514,-122.722,"clearlake-riviera-ca","CA",-122.722,38.9514,665,854
4461,4362,0,"Wrightwood",5.926,34.346,-117.628,"wrightwood-ca","CA",-117.628,34.346,666,753
4441,4838,-0.01726,"Brisbane",3.096,37.6758,-122.383,"brisbane-ca","CA",-122.383,37.6758,667,1434
4440,4559,0,"Brooktrails",7.272,39.4433,-123.394,"brooktrails-ca","CA",-123.394,39.4433,668,611
4429,5296,0,"Cutler",0.807,36.5263,-119.288,"cutler-ca","CA",-119.288,36.5263,669,5488
4425,4893,0,"Emerald Lake Hills",1.195,37.4657,-122.265,"emerald-lake-hills-ca","CA",-122.265,37.4657,670,3703
4419,4140,0,"Broadmoor",0.451,37.6914,-122.481,"broadmoor-ca","CA",-122.481,37.6914,671,9798
4417,3777,0,"Greenfield",1.332,35.2695,-119.009,"greenfield-ca","CA",-119.009,35.2695,672,3316
4377,4820,0,"Phoenix Lake",11.009,38.0113,-120.309,"phoenix-lake-ca","CA",-120.309,38.0113,673,398
4367,4437,0,"Armona",1.901,36.3178,-119.705,"armona-ca","CA",-119.705,36.3178,674,2297
4357,4909,0,"Ford City",1.535,35.1647,-119.458,"ford-city-ca","CA",-119.458,35.1647,675,2838
4329,4584,0,"Ivanhoe",2.014,36.3885,-119.22,"ivanhoe-ca","CA",-119.22,36.3885,676,2149
4289,5702,0,"Denair",2.086,37.5262,-120.799,"denair-ca","CA",-120.799,37.5262,677,2056
4224,3554,0,"Fetters Hot Springs-Agua Caliente",1.461,38.3275,-122.487,"fetters-hot-springs-agua-caliente-ca","CA",-122.487,38.3275,678,2891
4140,4441,-0.0124,"Portola Valley",9.098,37.3652,-122.233,"portola-valley-ca","CA",-122.233,37.3652,679,455
4137,4355,0,"Harbison Canyon",10.072,32.8273,-116.838,"harbison-canyon-ca","CA",-116.838,32.8273,680,411
4131,4194,0,"Bonsall",13.402,33.2749,-117.192,"bonsall-ca","CA",-117.192,33.2749,681,308
4126,3572,0,"Lockeford",8.341,38.1491,-121.154,"lockeford-ca","CA",-121.154,38.1491,682,495
4080,3957,0,"Lake San Marcos",1.707,33.1224,-117.209,"lake-san-marcos-ca","CA",-117.209,33.1224,683,2390
4016,4431,0,"Lenwood",2.081,34.8861,-117.108,"lenwood-ca","CA",-117.108,34.8861,684,1930
4004,3253,0,"San Miguel",1.05,37.8867,-122.037,"san-miguel-ca","CA",-122.037,37.8867,685,3813
3983,3709,0,"North El Monte",0.423,34.1029,-118.024,"north-el-monte-ca","CA",-118.024,34.1029,686,9416
3955,3320,0,"Bella Vista",22.199,40.6517,-122.257,"bella-vista-ca","CA",-122.257,40.6517,687,178
3941,3763,0,"Bystrom",0.706,37.6194,-120.981,"bystrom-ca","CA",-120.981,37.6194,688,5582
3914,3697,0,"Meiners Oaks",1.408,34.4505,-119.273,"meiners-oaks-ca","CA",-119.273,34.4505,689,2780
3911,3715,0.01584,"Wheatland",8.122,39.0312,-121.39,"wheatland-ca","CA",-121.39,39.0312,690,482
3870,3806,0,"Woodbridge",3.018,38.1721,-121.309,"woodbridge-ca","CA",-121.309,38.1721,691,1282
3865,3780,0,"Mojave",58.295,35.015,-118.19,"mojave-ca","CA",-118.19,35.015,692,66
3860,3641,0,"French Camp",3.094,37.866,-121.274,"french-camp-ca","CA",-121.274,37.866,693,1248
3846,3495,0,"Auburn Lake Trails",12.727,38.8862,-120.98,"auburn-lake-trails-ca","CA",-120.98,38.8862,694,302
3834,3676,0.0063,"Angels",3.632,38.071,-120.552,"angels-ca","CA",-120.552,38.071,695,1056
3828,3657,0,"Kelseyville",2.885,38.9702,-122.831,"kelseyville-ca","CA",-122.831,38.9702,696,1327
3819,3566,0,"Copperopolis",20.762,37.9367,-120.628,"copperopolis-ca","CA",-120.628,37.9367,697,184
3818,3404,0,"Loyola",1.426,37.3502,-122.098,"loyola-ca","CA",-122.098,37.3502,698,2677
3811,4322,0,"Pixley",3.114,35.9769,-119.289,"pixley-ca","CA",-119.289,35.9769,699,1224
3810,3946,-0.00936,"Del Mar",1.721,32.9629,-117.262,"del-mar-ca","CA",-117.262,32.9629,700,2214
3785,3891,0,"Santa Venetia",3.646,38.0056,-122.503,"santa-venetia-ca","CA",-122.503,38.0056,701,1038
3775,2554,0,"Oasis",19.631,33.5275,-116.126,"oasis-ca","CA",-116.126,33.5275,702,192
3746,4222,0,"Tarpey Village",0.795,36.794,-119.701,"tarpey-village-ca","CA",-119.701,36.794,703,4712
3742,3379,0,"Jamestown",3.001,37.9582,-120.407,"jamestown-ca","CA",-120.407,37.9582,704,1247
3734,4258,0,"North Richmond",1.39,37.9653,-122.371,"north-richmond-ca","CA",-122.371,37.9653,705,2686
3734,3698,0.00403,"San Joaquin",1.197,36.6056,-120.19,"san-joaquin-ca","CA",-120.19,36.6056,706,3119
